0.05:0.904009	0.812531	0.701627	0.718072	0.894614	0.803619	0.899133	0.968559	0.906241	0.762504	0.874531	0.757458	0.945128	0.740000	0.761696	0.705537	0.791219	0.886951	0.927041	0.991769	0.993146	0.862383	0.740343	0.831773	0.818619	0.970847	0.870560	0.746291	0.898760	0.816502	0.817001	0.706585	0.917308	0.766025	0.813362	0.814639	0.867267	0.885721	0.890505	0.772816	0.823052	0.689872	0.901993	0.688124	0.676051	0.993136	0.788556	0.660485	0.917451	0.833396	0.999941	0.994167	0.766399	0.823173	0.768792	0.990296	0.994831	0.939455	0.856152	0.874918	0.708453	0.900581	0.878959	0.989705	0.896449	0.773449	0.821951	0.827017	0.989220	0.768539	0.841573	0.784466	0.802912	0.853013	0.866775	0.715845	0.684267	0.847262	0.808103	0.734573	0.835509	0.742456	0.781863	0.977397	0.894768	0.760171	0.914249	0.759933	0.864814	0.881226	0.912224	0.891248	0.822291	0.801589	0.774895	0.969900	0.943667	0.896659	0.882430	0.971486	
0.10:0.791126	0.855293	0.815945	0.793997	0.952698	0.793670	0.765666	0.777984	0.776406	0.771995	0.846851	0.760118	0.772533	0.846298	0.870351	0.865931	0.825263	0.598747	0.601611	0.735433	0.719518	0.797537	0.717596	0.901876	0.899221	0.669737	0.833982	0.617524	0.715390	0.794206	0.753616	0.918472	0.934911	0.804973	0.700257	0.825005	0.889913	0.958994	0.810300	0.767736	0.951310	0.884668	0.720193	0.685801	0.906773	0.663138	0.787464	0.815928	0.730225	0.809002	0.789322	0.824332	0.634719	0.704944	0.879282	0.854487	0.670842	0.849244	0.612880	0.892299	0.708116	0.877805	0.715635	0.755839	0.803239	0.917789	0.781886	0.725224	0.871724	0.916746	0.867643	0.863866	0.938813	0.738176	0.798086	0.668946	0.723604	0.960066	0.887737	0.925738	0.656916	0.696760	0.681483	0.750836	0.762686	0.782797	0.821490	0.787788	0.743660	0.772268	0.801836	0.759299	0.975096	0.739084	0.860424	0.826338	0.916159	0.627948	0.611583	0.782780	
0.15:0.670505	0.726008	0.786617	0.798254	0.791658	0.854577	0.882152	0.777906	0.756058	0.637753	0.696325	0.755138	0.765531	0.786150	0.887867	0.839799	0.873248	0.589116	0.688790	0.573481	0.744468	0.621067	0.732701	0.663108	0.885392	0.740546	0.809261	0.750552	0.735062	0.733662	0.745921	0.908269	0.779216	0.836866	0.843717	0.759487	0.652813	0.648254	0.795182	0.823988	0.899191	0.739965	0.611512	0.792503	0.776411	0.907812	0.805777	0.749980	0.900244	0.881221	0.751484	0.583053	0.662588	0.705158	0.624077	0.825516	0.588748	0.689734	0.613445	0.725076	0.738324	0.758183	0.605276	0.643678	0.769576	0.683741	0.752107	0.697022	0.715287	0.641667	0.740451	0.686456	0.633898	0.816982	0.757812	0.721330	0.637230	0.585449	0.779740	0.693241	0.729903	0.800409	0.817575	0.699231	0.845098	0.649594	0.550901	0.666668	0.785757	0.791462	0.655667	0.703393	0.808676	0.637835	0.719638	0.764024	0.765777	0.737998	0.795929	0.736554	
0.20:0.820610	0.747459	0.743149	0.636434	0.736381	0.538979	0.819546	0.736914	0.706347	0.714274	0.716827	0.695976	0.635986	0.852832	0.585906	0.750081	0.804829	0.691022	0.637831	0.664238	0.856626	0.657124	0.761013	0.723142	0.742236	0.835228	0.685894	0.783441	0.803741	0.663379	0.776608	0.717154	0.834359	0.798048	0.568987	0.553315	0.816445	0.534276	0.830800	0.617291	0.679880	0.657805	0.806019	0.622694	0.754082	0.673115	0.806179	0.532062	0.600777	0.801192	0.571324	0.864277	0.784982	0.774278	0.671489	0.566313	0.760968	0.523509	0.705199	0.659133	0.837577	0.572121	0.654087	0.636381	0.855075	0.587118	0.622327	0.693766	0.822826	0.767267	0.610010	0.656514	0.726555	0.696323	0.514012	0.727624	0.737765	0.600570	0.797579	0.689824	0.703676	0.790688	0.722526	0.593579	0.744631	0.745743	0.684564	0.629161	0.801006	0.770098	0.698638	0.676137	0.734210	0.727003	0.895069	0.816018	0.889400	0.698887	0.690855	0.645559	
0.25:0.532296	0.507848	0.734705	0.593107	0.494408	0.707545	0.682885	0.764030	0.646516	0.662909	0.724585	0.559139	0.549012	0.562554	0.661841	0.589606	0.730389	0.576308	0.585712	0.723793	0.666211	0.502919	0.689586	0.616899	0.593743	0.747501	0.641367	0.530006	0.712268	0.729677	0.707180	0.573993	0.557856	0.595966	0.626214	0.627820	0.535744	0.532649	0.693062	0.574992	0.720643	0.461600	0.714185	0.591228	0.654171	0.641475	0.577344	0.661160	0.555442	0.608352	0.576216	0.551931	0.674849	0.654580	0.550839	0.641721	0.695836	0.643379	0.693205	0.544009	0.612429	0.560576	0.711527	0.605632	0.560207	0.553042	0.633050	0.681716	0.486354	0.478367	0.631744	0.561312	0.723746	0.641749	0.627572	0.701392	0.505260	0.758991	0.659572	0.541811	0.620453	0.629684	0.612096	0.664688	0.593412	0.612593	0.539674	0.544594	0.518100	0.731348	0.734079	0.593713	0.687231	0.510787	0.551936	0.661585	0.670169	0.605376	0.563975	0.581084	
0.30:0.658467	0.690791	0.658124	0.446595	0.522290	0.706261	0.583875	0.620165	0.629291	0.524550	0.543239	0.629991	0.665820	0.485252	0.567522	0.658151	0.601230	0.569647	0.644977	0.546957	0.611676	0.593648	0.686209	0.500079	0.421868	0.556386	0.596054	0.599257	0.491178	0.661100	0.575639	0.632438	0.684981	0.476073	0.555624	0.593652	0.654694	0.740619	0.564283	0.664377	0.575916	0.514243	0.539803	0.418503	0.426450	0.584691	0.574509	0.587888	0.630639	0.710943	0.601373	0.601984	0.612453	0.527806	0.566982	0.679894	0.564615	0.574347	0.524995	0.676978	0.621561	0.704723	0.583533	0.641060	0.435031	0.623900	0.694055	0.760211	0.636086	0.632723	0.404573	0.568443	0.576228	0.605642	0.580789	0.671818	0.483990	0.641466	0.631090	0.527711	0.612697	0.567702	0.672725	0.599934	0.660849	0.676150	0.630356	0.516923	0.594676	0.711404	0.673023	0.681859	0.636856	0.736021	0.709248	0.566952	0.648617	0.648362	0.719186	0.713702	
0.35:0.462515	0.503520	0.475298	0.725895	0.626808	0.516573	0.379837	0.584968	0.624549	0.644540	0.674769	0.555636	0.495502	0.523495	0.561823	0.567136	0.512866	0.546461	0.609883	0.491925	0.458087	0.630991	0.445190	0.532274	0.576159	0.611278	0.524893	0.571873	0.536702	0.678334	0.483234	0.685454	0.489265	0.544579	0.620083	0.537755	0.499237	0.580419	0.450212	0.548145	0.491306	0.574104	0.478291	0.491780	0.528021	0.485341	0.626613	0.512461	0.457834	0.521808	0.582553	0.574789	0.632494	0.502807	0.430576	0.681649	0.638018	0.620940	0.584777	0.584087	0.560367	0.513225	0.466673	0.506833	0.545323	0.385987	0.468917	0.598712	0.402609	0.678270	0.671826	0.581003	0.640570	0.505233	0.610523	0.560112	0.600766	0.470667	0.613010	0.466274	0.569319	0.681940	0.561880	0.623947	0.507057	0.432072	0.513978	0.513935	0.609063	0.502053	0.653397	0.524970	0.560294	0.601028	0.556207	0.595431	0.469592	0.702576	0.482993	0.549251	
0.40:0.379095	0.208926	0.465577	0.304055	0.385067	0.316938	0.273118	0.373230	0.272215	0.446579	0.482549	0.397447	0.358515	0.247725	0.314779	0.333651	0.259455	0.428771	0.447908	0.380204	0.349689	0.368204	0.236473	0.317575	0.281593	0.229595	0.216990	0.270683	0.190453	0.321073	0.339700	0.393824	0.262504	0.381577	0.439939	0.198729	0.379702	0.457476	0.326776	0.289354	0.378395	0.372158	0.337482	0.331634	0.376125	0.212266	0.235301	0.329196	0.319097	0.297868	0.212669	0.342920	0.402261	0.337816	0.399801	0.262620	0.370929	0.341441	0.309402	0.422341	0.262731	0.162264	0.312051	0.201531	0.461510	0.335873	0.383591	0.390974	0.245871	0.419418	0.388526	0.326019	0.420400	0.213074	0.230817	0.410353	0.358664	0.354798	0.371973	0.290623	0.315280	0.452992	0.478879	0.387101	0.365259	0.215007	0.368297	0.347655	0.306029	0.391691	0.320824	0.299024	0.421749	0.478605	0.277477	0.313852	0.264409	0.371471	0.395487	0.445098	
0.45:0.126806	0.245430	0.273329	0.198474	0.187248	0.405544	0.211218	0.099448	0.261081	0.283031	0.097025	0.339175	0.215713	0.157022	0.171241	0.230803	0.230415	0.139667	0.273745	0.193306	0.330657	0.133719	0.100560	0.301322	0.264531	0.308800	0.325015	0.363052	0.278830	0.176931	0.238097	0.139847	0.170496	0.110348	0.280031	0.266380	0.332481	0.265469	0.176679	0.410714	0.209005	0.108148	0.185384	0.287964	0.206008	0.223155	0.296160	0.318057	0.269038	0.346382	0.346899	0.271983	0.279693	0.306847	0.300772	0.123732	0.247551	0.270833	0.304001	0.132691	0.189830	0.264985	0.247872	0.138602	0.244687	0.148452	0.264521	0.129543	0.211328	0.135496	0.137965	0.349052	0.210938	0.158272	0.105586	0.197265	0.226137	0.224997	0.235245	0.234747	0.203674	0.232932	0.147032	0.236141	0.169349	0.252669	0.202328	0.188038	0.224630	0.235967	0.104144	0.271865	0.229023	0.261116	0.208411	0.287270	0.281732	0.220042	0.301309	0.085558	
0.50:0.214968	0.287231	0.243799	0.286951	0.130391	0.190456	0.126156	0.236827	0.059068	0.177290	0.200875	0.213033	0.196991	0.295651	0.157655	0.106034	0.112942	0.163864	0.108178	0.198398	0.197726	0.109479	0.087011	0.171838	0.239135	0.202105	0.128620	0.208485	0.203701	0.069314	0.232673	0.091664	0.069363	0.073185	0.318182	0.197625	0.147141	0.046527	0.214948	0.156831	0.132467	0.178346	0.329352	0.168662	0.269160	0.253401	0.100120	0.209023	0.196012	0.102580	0.230910	0.224037	0.194548	0.308155	0.285263	0.157438	0.227019	0.085855	0.305665	0.344634	0.171441	0.106334	0.294195	0.168679	0.223955	0.092324	0.224422	0.087179	0.159130	0.342561	0.108588	0.275835	0.124421	0.128632	0.237379	0.327637	0.140185	0.112405	0.075441	0.263484	0.158770	0.245968	0.225806	0.235210	0.363510	0.112919	0.213564	0.151782	0.360238	0.330408	0.343093	0.306705	0.147669	0.000000	0.172841	0.107303	0.215167	0.215702	0.254927	0.193342	
