0.05:0.869211	0.862807	0.876109	0.912461	0.989336	0.911119	0.929623	0.857212	0.831719	0.904286	0.993772	0.904563	0.881807	0.945004	0.971589	0.903325	0.992257	0.907146	0.875531	0.833303	0.824763	0.881487	0.922558	0.962436	0.957442	0.893336	0.901277	0.899506	0.915904	0.885627	0.928059	0.965175	0.873417	0.905357	0.936119	0.889273	0.945373	0.895126	0.818444	0.857470	0.908699	0.837390	0.872028	0.894290	0.836328	0.912178	0.815648	0.908597	0.864184	0.901486	0.883833	0.936158	0.908950	0.919556	0.919921	0.872806	0.876311	0.885348	0.950463	0.862264	0.916985	0.893006	0.897827	0.912743	0.860186	0.818189	0.880409	0.982131	0.889589	0.962054	0.930034	0.915369	0.949106	0.931140	0.927050	0.879494	0.946763	0.937955	0.905853	0.918554	0.897138	0.870253	0.873908	0.863725	0.959624	0.842771	0.871024	0.907932	0.920059	0.896306	0.930044	0.908802	0.910272	0.981898	0.837435	0.877323	0.870530	0.969493	0.840196	0.845274	
0.10:0.823547	0.838604	0.866364	0.922747	0.805872	0.903113	0.852255	0.862653	0.935511	0.939628	0.881385	0.864527	0.823287	0.818464	0.856083	0.813285	0.824306	0.817104	0.933547	0.861079	0.820013	0.907436	0.827955	0.922649	0.891252	0.850758	0.901154	0.840757	0.925830	0.926280	0.847629	0.858087	0.877612	0.900102	0.859704	0.791489	0.840990	0.841133	0.905473	0.946611	0.850186	0.822726	0.795229	0.783586	0.856762	0.931974	0.863514	0.839686	0.865594	0.866499	0.784480	0.872818	0.853265	0.841156	0.844398	0.869304	0.890009	0.815160	0.869397	0.923004	0.931684	0.893534	0.899333	0.821461	0.889828	0.914308	0.880748	0.915733	0.816060	0.910047	0.933385	0.824553	0.891364	0.926697	0.902302	0.783957	0.820612	0.847635	0.939626	0.817846	0.805123	0.843752	0.871720	0.841768	0.866733	0.811765	0.857760	0.864032	0.847506	0.857610	0.802664	0.874335	0.869572	0.832368	0.891707	0.793685	0.894212	0.894177	0.934541	0.810616	
0.15:0.798835	0.802788	0.844399	0.805814	0.883870	0.859391	0.842889	0.821039	0.853488	0.875501	0.768223	0.918192	0.810363	0.789979	0.837910	0.840489	0.826819	0.834347	0.797072	0.820380	0.896572	0.810425	0.918576	0.852976	0.855521	0.885314	0.908477	0.843485	0.844702	0.833062	0.807309	0.773592	0.934552	0.921253	0.855482	0.812306	0.856114	0.800089	0.844638	0.847876	0.857352	0.891527	0.866078	0.832934	0.913241	0.865970	0.813334	0.815958	0.787152	0.811954	0.835396	0.827095	0.803433	0.917869	0.878805	0.848815	0.870214	0.852027	0.843618	0.793174	0.826728	0.915863	0.891461	0.840604	0.843925	0.807083	0.865179	0.915301	0.801476	0.898237	0.795882	0.894470	0.900788	0.836205	0.923680	0.917838	0.916990	0.879443	0.883909	0.818624	0.807689	0.861314	0.854771	0.842224	0.823045	0.886078	0.837681	0.852564	0.873454	0.886604	0.908674	0.830735	0.929103	0.850137	0.839555	0.856307	0.922491	0.814964	0.809279	0.831651	
0.20:0.837022	0.760786	0.746166	0.778401	0.848521	0.768129	0.735609	0.784363	0.744826	0.779498	0.815045	0.805629	0.710674	0.773806	0.818784	0.824197	0.792894	0.799159	0.729290	0.825295	0.863233	0.842587	0.744200	0.811472	0.753341	0.883603	0.712482	0.824539	0.795813	0.759061	0.816519	0.854231	0.761522	0.714175	0.789426	0.747370	0.759394	0.803687	0.788208	0.723099	0.786756	0.813348	0.767532	0.756988	0.785328	0.806427	0.792314	0.745580	0.785221	0.797307	0.788086	0.798951	0.777270	0.797281	0.866612	0.795605	0.792870	0.732836	0.818007	0.828114	0.747320	0.774560	0.763765	0.799836	0.734766	0.836073	0.735494	0.789462	0.881738	0.782603	0.781011	0.757461	0.837499	0.821916	0.808760	0.878472	0.841934	0.781318	0.874026	0.702615	0.808965	0.763131	0.776040	0.811541	0.795945	0.855514	0.712519	0.811473	0.811845	0.792821	0.796952	0.800815	0.812902	0.815076	0.845876	0.852171	0.752676	0.799804	0.861315	0.741040	
0.25:0.708827	0.791162	0.735997	0.685108	0.745787	0.730475	0.732951	0.724097	0.772034	0.719896	0.715945	0.816415	0.670156	0.682899	0.757601	0.704287	0.693411	0.751761	0.709047	0.697154	0.822343	0.704508	0.762311	0.757677	0.772972	0.800686	0.698076	0.695651	0.796219	0.720039	0.684287	0.732518	0.734040	0.730925	0.810567	0.796312	0.793986	0.757372	0.664501	0.737245	0.729897	0.763941	0.731523	0.653372	0.697239	0.742134	0.780889	0.748941	0.801588	0.783414	0.776717	0.779934	0.688475	0.748217	0.729791	0.742631	0.673931	0.703818	0.771790	0.713290	0.672135	0.731529	0.715835	0.710716	0.727238	0.771579	0.763246	0.710516	0.760376	0.697823	0.779770	0.703555	0.759458	0.710875	0.693293	0.762764	0.733343	0.716460	0.772512	0.700400	0.673954	0.751675	0.658854	0.697112	0.819394	0.808314	0.736778	0.757564	0.734873	0.745781	0.698358	0.730144	0.726269	0.815544	0.721658	0.693314	0.742300	0.718527	0.775321	0.784008	
0.30:0.711535	0.646963	0.686926	0.730652	0.674612	0.720440	0.639621	0.693068	0.679203	0.659674	0.732555	0.649573	0.742219	0.686436	0.650707	0.701850	0.684421	0.678914	0.696954	0.729740	0.719235	0.639570	0.700859	0.742009	0.668235	0.688415	0.643244	0.653317	0.692672	0.684712	0.621904	0.708936	0.649193	0.648441	0.709374	0.726778	0.690365	0.616716	0.769140	0.628214	0.664628	0.639741	0.728984	0.657407	0.686986	0.709448	0.647634	0.702699	0.683944	0.662608	0.718430	0.660448	0.704632	0.688963	0.721953	0.651369	0.669157	0.688511	0.687901	0.733936	0.754503	0.672354	0.621040	0.663490	0.661252	0.620216	0.680249	0.725434	0.608922	0.679136	0.658369	0.754070	0.686387	0.756863	0.630697	0.703299	0.653569	0.613627	0.683246	0.774707	0.740982	0.654722	0.726914	0.693888	0.746150	0.659602	0.675390	0.669327	0.648747	0.655794	0.748863	0.655716	0.740655	0.753453	0.658923	0.732793	0.755350	0.744433	0.763844	0.626725	
0.35:0.658319	0.591652	0.614928	0.623729	0.617525	0.536188	0.589206	0.616484	0.554154	0.620106	0.629217	0.584351	0.530814	0.658797	0.636477	0.576544	0.644008	0.561799	0.545495	0.578129	0.558484	0.639879	0.578443	0.588467	0.558096	0.635872	0.558594	0.682791	0.554732	0.618472	0.659468	0.583193	0.517464	0.593610	0.606702	0.652468	0.610092	0.638940	0.590950	0.664023	0.617780	0.638037	0.682402	0.548182	0.516550	0.597032	0.523536	0.667258	0.626410	0.608238	0.610865	0.507856	0.575571	0.630329	0.670245	0.602683	0.682187	0.554865	0.548939	0.559075	0.536018	0.519706	0.683494	0.549155	0.664455	0.598147	0.591104	0.633055	0.607993	0.626441	0.659429	0.596364	0.663768	0.608517	0.547684	0.643116	0.633054	0.595074	0.610583	0.629128	0.611095	0.564063	0.592702	0.562604	0.602385	0.569283	0.533152	0.586694	0.625355	0.606397	0.595647	0.616537	0.640672	0.587396	0.676697	0.562105	0.609667	0.528604	0.600178	0.577537	
0.40:0.375108	0.482340	0.394449	0.421689	0.396916	0.456684	0.410292	0.339992	0.370392	0.505077	0.377413	0.359152	0.397026	0.445033	0.488085	0.372214	0.463031	0.369529	0.462507	0.386009	0.446945	0.475188	0.393886	0.418592	0.395098	0.420825	0.479928	0.387177	0.377320	0.433280	0.408762	0.500834	0.409661	0.374675	0.428684	0.447421	0.482221	0.350924	0.403906	0.431260	0.340570	0.406437	0.489648	0.403246	0.402906	0.372965	0.439852	0.424652	0.518960	0.432617	0.372632	0.409960	0.417509	0.416909	0.467221	0.423474	0.405178	0.495763	0.382279	0.378401	0.427215	0.472668	0.398449	0.468394	0.464565	0.463688	0.365753	0.416906	0.354532	0.411435	0.397358	0.350382	0.419111	0.373714	0.395293	0.434212	0.425511	0.373871	0.444494	0.386175	0.430825	0.407691	0.456633	0.423071	0.465520	0.445371	0.479261	0.429816	0.419229	0.390941	0.400398	0.451453	0.411465	0.417492	0.501278	0.388924	0.456645	0.471804	0.432575	0.501548	
0.45:0.246696	0.316648	0.282127	0.256693	0.224436	0.336372	0.327625	0.330980	0.331271	0.312085	0.370635	0.333683	0.244620	0.258917	0.293448	0.269621	0.244329	0.340509	0.313150	0.310982	0.365501	0.304592	0.321042	0.268083	0.238768	0.317203	0.300661	0.324092	0.326789	0.332980	0.298294	0.379792	0.265459	0.252943	0.307411	0.286846	0.305508	0.315541	0.324640	0.371916	0.321008	0.268082	0.389946	0.260275	0.319069	0.304251	0.259022	0.305685	0.328901	0.380646	0.337146	0.276661	0.298916	0.294714	0.357256	0.316954	0.334377	0.355889	0.220279	0.315021	0.260362	0.301782	0.292807	0.316808	0.348473	0.243760	0.308738	0.334365	0.241461	0.277238	0.302861	0.355695	0.277473	0.280442	0.365301	0.272763	0.340557	0.232375	0.306526	0.284540	0.282817	0.313124	0.289895	0.357259	0.274007	0.268983	0.306097	0.332808	0.254732	0.236890	0.364594	0.312962	0.228032	0.247656	0.288819	0.267449	0.331194	0.315604	0.294755	0.296739	
0.50:0.228284	0.233449	0.246967	0.326267	0.282129	0.318030	0.252859	0.345672	0.228020	0.305621	0.239407	0.286902	0.262913	0.322579	0.210215	0.286159	0.254878	0.248475	0.236821	0.305865	0.361633	0.237948	0.338677	0.284588	0.193723	0.336962	0.273672	0.261199	0.245286	0.245554	0.260511	0.338695	0.316484	0.213214	0.281555	0.247518	0.279743	0.271626	0.274470	0.253559	0.313458	0.237430	0.356599	0.253604	0.278385	0.205266	0.236169	0.232261	0.257759	0.286984	0.291740	0.297278	0.298014	0.226541	0.274795	0.261764	0.360424	0.280708	0.310705	0.307295	0.204278	0.234014	0.266772	0.343524	0.270169	0.278820	0.286796	0.283816	0.325590	0.200869	0.270028	0.337493	0.295599	0.353996	0.230206	0.245836	0.292788	0.285828	0.250522	0.282220	0.319232	0.289813	0.219914	0.357986	0.256659	0.319712	0.284150	0.330233	0.242989	0.348736	0.324413	0.238159	0.212360	0.316578	0.307059	0.273201	0.216444	0.314752	0.304446	0.313594	
