0.10:0.862852	0.872750	0.873384	0.877399	0.882100	0.873001	0.871939	0.875322	0.880888	0.854200	
0.15:0.855960	0.857086	0.862507	0.856445	0.857223	0.842500	0.871995	0.855769	0.859444	0.849076	
0.20:0.859880	0.861145	0.864265	0.845834	0.861246	0.859524	0.845507	0.858509	0.853253	0.863232	
0.25:0.790450	0.770269	0.787190	0.781170	0.778532	0.778909	0.769128	0.779686	0.788587	0.794338	
0.30:0.728698	0.726901	0.715118	0.727278	0.736249	0.730499	0.721767	0.731174	0.730310	0.721629	
0.35:0.671735	0.650878	0.643922	0.650823	0.652886	0.658025	0.638643	0.652209	0.647395	0.668562	
0.40:0.563579	0.581633	0.565654	0.578802	0.587884	0.580572	0.569847	0.580447	0.575282	0.561793	
0.45:0.504071	0.511826	0.497217	0.504763	0.492616	0.487739	0.513702	0.497616	0.498431	0.492665	
0.50:0.485102	0.481657	0.471620	0.466635	0.476295	0.480736	0.475831	0.474279	0.472191	0.456731	
0.55:0.457026	0.471352	0.468579	0.474352	0.464257	0.467124	0.451945	0.452504	0.473863	0.471839	
